trip_id,origin_name,destination_name,departure_time,arrival_time,distance_km,duration_h,train_type,total_emission_kgco2e
IDFM:TN:SNCF:4170a4dd-4939-466b-8d40-0382cff1df54,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,16:27:00,17:55:00,128.28665759181973,1.47,Jour,0.51
IDFM:TN:SNCF:418ab5ee-e270-45e6-9d68-3c1edbceec2e,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,14:03:00,15:39:00,128.29830966332557,1.6,Jour,0.51
IDFM:TN:SNCF:41f1de99-bbf6-4b0d-acd1-a78dbe6e32ec,Gare de Lyon,Laroche - Migennes,07:34:00,09:00:00,129.07897995273925,1.43,Jour,0.52
IDFM:TN:SNCF:429f6c72-e6bf-4db8-91bf-d5f0b2c60248,Châteaudun,Paris-Bercy Bourgogne - Pays d'Auvergne,12:09:00,13:41:00,114.82414885019467,1.53,Jour,0.46
IDFM:TN:SNCF:4470fe9d-f69a-42ce-aa9c-6f01796cee50,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,21:03:00,22:28:00,128.29830966332557,1.42,Jour,0.51
IDFM:TN:SNCF:44c61248-f80d-4f6e-a1fd-4f871c685eab,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,06:04:00,07:34:00,128.29830966332557,1.5,Jour,0.51
IDFM:TN:SNCF:45c1e99f-b946-4e61-8a2b-73867e6c254f,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,14:03:00,15:27:00,128.29830966332557,1.4,Jour,0.51
IDFM:TN:SNCF:45d801ca-33e2-410e-8a4f-5f7b92fd4a71,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,15:04:00,16:28:00,128.29830966332557,1.4,Jour,0.51
IDFM:TN:SNCF:489c6bc1-1479-4da3-8bfb-aa05f9faae24,Châteaudun,Gare d'Austerlitz,10:54:30,12:36:30,114.15900905533336,1.7,Jour,0.46
IDFM:TN:SNCF:48b9a8e6-111c-4027-bc74-8eb82be6a588,Gare de Lyon,Laroche - Migennes,18:26:30,19:56:00,129.07897995273925,1.49,Jour,0.52
IDFM:TN:SNCF:495334b2-e536-4edc-8d61-0904e14f4548,Gare d'Austerlitz,Châteaudun,09:39:00,11:19:00,114.15900905533336,1.67,Jour,0.46
IDFM:TN:SNCF:49d4177c-2400-4b64-abb1-7265d61bf821,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,19:27:00,20:57:00,128.28665759181973,1.5,Jour,0.51
IDFM:TN:SNCF:4a0dd740-4aab-40c1-8bb1-3ba68e252012,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,12:20:00,13:56:00,128.29830966332557,1.6,Jour,0.51
IDFM:TN:SNCF:4a128b25-a0f8-4bb9-84fd-72a6ca817f8f,Laroche - Migennes,Gare de Lyon,06:51:00,08:49:00,129.07897995273925,1.97,Jour,0.52
IDFM:TN:SNCF:4bb29928-6fca-456a-bfc3-1a9f6dc2a127,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,16:24:00,17:55:00,128.29830966332557,1.52,Jour,0.51
IDFM:TN:SNCF:4d4ad6a2-0500-41e8-9a09-530b99eb1346,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,18:05:00,19:46:00,128.29830966332557,1.68,Jour,0.51
IDFM:TN:SNCF:4dc0d213-9f41-4d13-bcff-ab4b6e471d18,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,12:35:00,13:56:00,128.28665759181973,1.35,Jour,0.51
IDFM:TN:SNCF:4f22f395-b37b-45aa-b942-dee82324ee4c,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,12:35:00,13:56:00,128.28665759181973,1.35,Jour,0.51
IDFM:TN:SNCF:4f94155d-17f8-42ef-a121-aaa750680532,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,22:35:00,24:12:00,128.29830966332557,1.62,Jour,0.51
IDFM:TN:SNCF:4fb3894f-96ed-47f0-b0c0-72a034070022,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,10:35:00,11:56:00,128.28665759181973,1.35,Jour,0.51
IDFM:TN:SNCF:509fc3a5-c9fa-4dad-8fc3-e0f442d8c195,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,16:27:00,17:56:00,128.28665759181973,1.48,Jour,0.51
IDFM:TN:SNCF:51a05cbd-e364-48ac-a1dd-1c0dde335e6e,Laroche - Migennes,Gare de Lyon,16:03:00,17:37:30,129.07897995273925,1.57,Jour,0.52
IDFM:TN:SNCF:51dfb6b3-f8b4-44d9-8ade-37c7e9040419,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,21:03:00,22:27:00,128.28970372757354,1.4,Jour,0.51
IDFM:TN:SNCF:52595ea0-d2ec-46c8-9dc7-42e2705e849b,Gare d'Austerlitz,Châteaudun,08:12:00,09:44:00,114.15900905533336,1.53,Jour,0.46
IDFM:TN:SNCF:529da154-2866-41f7-8d06-07b30eddce3d,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,10:33:00,12:09:00,128.29830966332557,1.6,Jour,0.51
IDFM:TN:SNCF:54c44ffa-a98c-4c7f-8022-b48dd92b3bf2,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,17:04:00,18:27:00,128.28970372757354,1.38,Jour,0.51
IDFM:TN:SNCF:54dcf915-87a4-4482-a883-18a3c5017e27,Laroche - Migennes,Gare de Lyon,16:03:00,17:28:30,129.07897995273925,1.42,Jour,0.52
IDFM:TN:SNCF:55018032-7c07-4337-a610-eae846cf07ae,Gare d'Austerlitz,Châteaudun,13:56:00,15:21:00,114.15900905533336,1.42,Jour,0.46
IDFM:TN:SNCF:55f28828-3840-41ac-82d2-9f3faeb5e637,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,16:15:00,17:56:00,128.29830966332557,1.68,Jour,0.51
IDFM:TN:SNCF:561a8ef4-8aac-4e2d-b8bf-5319449a5fd3,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,20:27:00,21:56:00,128.28665759181973,1.48,Jour,0.51
IDFM:TN:SNCF:5624acfc-b285-48a1-8b62-29c9e9883bf6,Châteaudun,Gare d'Austerlitz,16:08:30,17:38:00,114.15900905533336,1.49,Jour,0.46
IDFM:TN:SNCF:565608d5-0b58-4f98-a34b-ed61db9889ec,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,11:35:00,12:55:00,128.28665759181973,1.33,Jour,0.51
IDFM:TN:SNCF:5718c90d-bcc8-4083-b5d5-141b826374d5,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,18:06:00,19:52:00,128.29830966332557,1.77,Jour,0.51
IDFM:TN:SNCF:5741aba0-5b90-4273-80fb-fb4a9478b7ef,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,20:04:00,21:50:00,128.28970372757354,1.77,Jour,0.51
IDFM:TN:SNCF:5889161e-e6db-46a5-8cde-5fa8ca30da7a,Laroche - Migennes,Gare de Lyon,18:05:00,19:28:00,129.07897995273925,1.38,Jour,0.52
IDFM:TN:SNCF:5918fd3e-dc38-456c-a925-0db2eb728c89,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,16:27:00,17:56:00,128.28665759181973,1.48,Jour,0.51
IDFM:TN:SNCF:5925ae9c-2516-49ed-875e-af82301c8706,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,13:03:00,14:37:00,128.29830966332557,1.57,Jour,0.51
IDFM:TN:SNCF:5ad9d07d-f3dd-4c35-b9b0-0364c8537f98,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,17:27:00,18:56:30,128.28665759181973,1.49,Jour,0.51
IDFM:TN:SNCF:5c841747-7c79-4004-a812-af7979cc6a77,Laroche - Migennes,Gare de Lyon,17:04:00,18:29:00,129.07897995273925,1.42,Jour,0.52
IDFM:TN:SNCF:5cc081d0-4253-4047-a42b-f813c41d1886,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,10:04:00,11:33:00,128.28970372757354,1.48,Jour,0.51
IDFM:TN:SNCF:5d8da054-93a1-4d20-94f9-666bdd0f4a05,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,09:03:00,10:37:00,128.29830966332557,1.57,Jour,0.51
IDFM:TN:SNCF:5d98261f-f7a3-4138-a598-c7659f0f83b1,Gare de Lyon,Laroche - Migennes,18:13:00,20:08:00,129.0673359581354,1.92,Jour,0.52
IDFM:TN:SNCF:5dd054c5-5156-4788-a1c7-fb00399218f8,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,18:06:00,19:49:00,128.28970372757354,1.72,Jour,0.51
IDFM:TN:SNCF:5e2e23a5-a5c6-417f-b3a0-1bed13c49d54,Gare d'Austerlitz,Châteaudun,09:39:00,11:19:00,114.15900905533336,1.67,Jour,0.46
IDFM:TN:SNCF:5e4307ec-7d4b-41bc-ab30-e2afbf8a5c2c,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,11:03:00,12:29:00,128.29830966332557,1.43,Jour,0.51
IDFM:TN:SNCF:5f195ada-3950-42e6-bfa5-f9870e59df88,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,06:35:00,07:56:00,128.28665759181973,1.35,Jour,0.51
IDFM:TN:SNCF:5f4f831e-79d6-4e4d-97a7-af19b7a7aecf,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,14:35:00,15:56:00,128.28665759181973,1.35,Jour,0.51
IDFM:TN:SNCF:60d809b6-19b3-46fc-ad31-4939d5a7caf4,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,23:26:00,24:53:00,128.28665759181973,1.45,Jour,0.51
IDFM:TN:SNCF:6157397a-ca0a-4996-9d30-d5d34d641656,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,09:20:00,10:55:00,128.28665759181973,1.58,Jour,0.51
IDFM:TN:SNCF:61c942bb-baa1-4b1b-bed5-f54427d86fa3,Châteaudun,Gare d'Austerlitz,17:09:00,18:36:00,114.15900905533336,1.45,Jour,0.46
IDFM:TN:SNCF:62ee11c6-f893-4d03-ab02-61b849e77af7,Gare d'Austerlitz,Châteaudun,13:56:00,15:21:00,114.15900905533336,1.42,Jour,0.46
IDFM:TN:SNCF:62efe68e-5fc8-4f52-9d4f-4648ff84ecae,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,12:15:00,13:56:00,128.29830966332557,1.68,Jour,0.51
IDFM:TN:SNCF:63701880-301a-410f-8aad-83e33d95de0b,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,11:05:00,12:31:00,128.29830966332557,1.43,Jour,0.51
IDFM:TN:SNCF:63774b37-125a-4518-9285-c8654998fa59,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,17:27:00,18:59:00,128.28665759181973,1.53,Jour,0.51
IDFM:TN:SNCF:63b8c3c8-12d7-4ca7-99f4-23d95dd9758f,Châteaudun,Gare d'Austerlitz,10:54:30,12:36:30,114.15900905533336,1.7,Jour,0.46
IDFM:TN:SNCF:67ac70e5-be16-49bb-ba42-8d04379285d3,Gare d'Austerlitz,Châteaudun,08:12:00,09:44:00,114.15900905533336,1.53,Jour,0.46
IDFM:TN:SNCF:683c9219-f77c-44c4-8ec9-cc62b9500df4,Châteaudun,Gare d'Austerlitz,18:42:00,20:34:00,114.15900905533336,1.87,Jour,0.46
IDFM:TN:SNCF:6933b416-f2b6-453b-bf90-002275c49a00,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,18:27:00,19:57:30,128.29830966332557,1.51,Jour,0.51
IDFM:TN:SNCF:69f67a72-873d-45e6-9896-7ef4a49a7f1f,Gare d'Austerlitz,Châteaudun,19:16:00,20:44:00,114.15900905533336,1.47,Jour,0.46
IDFM:TN:SNCF:6a34cd7b-5859-4b20-88b4-e1566f310dbc,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,18:05:00,19:46:00,128.29830966332557,1.68,Jour,0.51
IDFM:TN:SNCF:6a7f6f46-b6a2-4dda-861a-a3ebcc3747f6,Gare de Lyon,Laroche - Migennes,07:34:00,08:58:30,129.07897995273925,1.41,Jour,0.52
IDFM:TN:SNCF:6adf9ea2-cbba-4c5f-9e4c-ba50c39f40a9,Gare d'Austerlitz,Châteaudun,06:25:00,07:55:00,114.15900905533336,1.5,Jour,0.46
IDFM:TN:SNCF:6af7543f-5af0-4006-a834-6e17837aad09,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,08:19:00,09:56:00,128.29830966332557,1.62,Jour,0.51
IDFM:TN:SNCF:6c3fce17-b6af-4735-aed6-8e68a98d8999,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,09:03:00,10:27:30,128.29830966332557,1.41,Jour,0.51
IDFM:TN:SNCF:6cdceacd-b31e-4c45-9760-488eb233c36a,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,16:27:00,17:55:00,128.28665759181973,1.47,Jour,0.51
IDFM:TN:SNCF:6d486a32-1a02-4e2f-bda4-4d16eaaa1999,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,16:04:00,17:27:00,128.29830966332557,1.38,Jour,0.51
IDFM:TN:SNCF:6d7d6d49-b882-4cda-87f3-04e22751bb06,Châteaudun,Gare d'Austerlitz,12:09:00,13:37:30,114.15900905533336,1.47,Jour,0.46
IDFM:TN:SNCF:6dbb053f-4d47-454d-b789-5957dcada69a,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,07:33:00,09:09:30,128.29830966332557,1.61,Jour,0.51
IDFM:TN:SNCF:6e9f69df-d681-4eca-93ea-c79383200691,Gare de Lyon,Laroche - Migennes,18:17:30,19:56:00,129.07897995273925,1.64,Jour,0.52
IDFM:TN:SNCF:6ec51a1e-25a5-4017-979d-937fd8b8ed92,Châteaudun,Gare d'Austerlitz,16:08:30,17:35:00,114.15900905533336,1.44,Jour,0.46
IDFM:TN:SNCF:70754a31-12d9-4373-aeba-9202c28b9b11,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,13:35:00,14:57:00,128.28665759181973,1.37,Jour,0.51
IDFM:TN:SNCF:71233001-3e3f-499a-b6f9-83b4c65b8ba4,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,22:46:00,24:44:30,128.29830966332557,1.98,Jour,0.51
IDFM:TN:SNCF:7132a09b-62e8-4d74-b21a-db995f362a00,Gare d'Austerlitz,Châteaudun,13:56:00,15:21:00,114.15900905533336,1.42,Jour,0.46
IDFM:TN:SNCF:72acd46d-6bc4-4288-b3b9-9dbe5a0845a8,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,19:03:00,20:37:00,128.29830966332557,1.57,Jour,0.51
IDFM:TN:SNCF:72f70007-031b-421c-bd74-cfb262193cbd,Châteaudun,Gare d'Austerlitz,12:09:00,13:37:30,114.15900905533336,1.47,Jour,0.46
IDFM:TN:SNCF:7352da57-0c0a-40fe-b0ec-9aaa783b242b,Châteaudun,Gare d'Austerlitz,10:54:30,12:36:30,114.15900905533336,1.7,Jour,0.46
IDFM:TN:SNCF:737588a2-d9b6-4d16-9e58-a94151baf03b,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,09:03:00,10:30:00,128.28970372757354,1.45,Jour,0.51
IDFM:TN:SNCF:7469e16b-a9af-4159-86ad-cecacbf84101,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,20:04:00,21:50:00,128.28970372757354,1.77,Jour,0.51
IDFM:TN:SNCF:763864d6-0d4c-424a-97f3-22e7c660869c,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,20:04:00,21:54:00,128.29830966332557,1.83,Jour,0.51
IDFM:TN:SNCF:76519cf1-a470-4831-94e6-7550fcb359a1,Châteaudun,Gare d'Austerlitz,18:54:00,20:34:30,114.15900905533336,1.68,Jour,0.46
IDFM:TN:SNCF:76c7381a-337b-43a0-831e-6221836d989a,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,06:04:00,07:34:00,128.29830966332557,1.5,Jour,0.51
IDFM:TN:SNCF:77075302-5df3-4d62-8410-1fe078277e3b,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,06:35:00,07:56:00,128.28665759181973,1.35,Jour,0.51
IDFM:TN:SNCF:77805bca-c252-44c5-9c54-f7a9278f35b1,Gare d'Austerlitz,Châteaudun,16:25:00,17:56:00,114.15900905533336,1.52,Jour,0.46
IDFM:TN:SNCF:77de79a7-0a6a-4fda-980f-24fab1e25c3d,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,14:03:00,15:27:00,128.28970372757354,1.4,Jour,0.51
IDFM:TN:SNCF:78659558-d815-454f-8de9-39174d42ca2d,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,17:04:00,18:27:00,128.28970372757354,1.38,Jour,0.51
IDFM:TN:SNCF:796ea666-11cb-4cdc-b6fc-901916ddb873,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,18:27:00,19:57:30,128.29830966332557,1.51,Jour,0.51
IDFM:TN:SNCF:7b0c9e74-2afd-4a68-8fc6-9e9254813bab,Gare d'Austerlitz,Châteaudun,09:39:00,11:19:00,114.15900905533336,1.67,Jour,0.46
IDFM:TN:SNCF:7b0d283e-b550-4aef-9e17-e174d38956c5,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,08:03:30,09:34:30,128.29830966332557,1.52,Jour,0.51
IDFM:TN:SNCF:7b340415-64fe-4016-a55c-1bb3b575e984,Châteaudun,Gare d'Austerlitz,12:09:00,13:37:30,114.15900905533336,1.47,Jour,0.46
IDFM:TN:SNCF:7bb230be-45f3-42db-a63c-62227ee119cd,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,08:04:00,09:36:00,128.29830966332557,1.53,Jour,0.51
IDFM:TN:SNCF:7be47e77-c800-46c8-ac1c-aa51cc4fc164,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,20:10:00,21:56:00,128.29830966332557,1.77,Jour,0.51
IDFM:TN:SNCF:7c104f7c-71f1-4c10-9e08-be83b4edadaa,Châteaudun,Gare d'Austerlitz,07:08:00,08:46:00,114.15900905533336,1.63,Jour,0.46
IDFM:TN:SNCF:7c60308e-2efb-42f7-8d1d-2b8630dc6cdc,Gare de Lyon,Laroche - Migennes,20:28:00,21:56:00,129.07897995273925,1.47,Jour,0.52
IDFM:TN:SNCF:7ceb956b-4698-4073-9f8e-8e85119204ac,Châteaudun,Gare d'Austerlitz,18:54:00,20:33:30,114.15900905533336,1.66,Jour,0.46
IDFM:TN:SNCF:7d07b42d-e543-4f34-a442-4aaf584bbb36,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,12:04:00,13:27:00,128.28970372757354,1.38,Jour,0.51
IDFM:TN:SNCF:806596cd-c7bf-4cbc-86f6-4dcffd635f1b,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,08:35:00,09:56:00,128.28665759181973,1.35,Jour,0.51
IDFM:TN:SNCF:81349d71-af8c-4e13-9567-6d101fd3b09d,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,11:05:00,12:31:00,128.29830966332557,1.43,Jour,0.51
IDFM:TN:SNCF:81651bfa-268c-49ad-8837-155fd708d01c,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,14:04:00,15:39:00,128.29830966332557,1.58,Jour,0.51
IDFM:TN:SNCF:8201798f-1677-4bc0-a8ac-3c20474c1412,Gare d'Austerlitz,Châteaudun,20:54:00,22:24:00,114.15900905533336,1.5,Jour,0.46
IDFM:TN:SNCF:820bcef2-7f3e-4bae-9612-5f89f86acdd0,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,20:35:00,21:56:00,128.28665759181973,1.35,Jour,0.51
IDFM:TN:SNCF:82354245-2100-4008-9775-384f3a5f3827,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,07:35:00,08:59:30,128.29830966332557,1.41,Jour,0.51
IDFM:TN:SNCF:8272a2fa-ef28-4793-a878-a7213ac9cb25,Gare de Lyon,Laroche - Migennes,19:13:00,21:08:00,129.07897995273925,1.92,Jour,0.52
IDFM:TN:SNCF:82aa061a-55d4-4804-9f01-1564fffd6362,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,19:03:00,20:27:00,128.28970372757354,1.4,Jour,0.51
IDFM:TN:SNCF:82f4a05a-d41b-4299-aaaf-5998b4e61f55,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,16:15:00,17:56:00,128.29830966332557,1.68,Jour,0.51
IDFM:TN:SNCF:834d57fa-5380-4ccf-a7a3-e38e2c043f7d,Gare d'Austerlitz,Châteaudun,06:25:00,07:55:00,114.15900905533336,1.5,Jour,0.46
IDFM:TN:SNCF:845cb258-00ec-44d4-8be4-54f5dcdb8a96,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,06:33:00,07:56:00,128.29830966332557,1.38,Jour,0.51
IDFM:TN:SNCF:84743c2b-33ec-480d-a0c4-feeb8b07c770,Châteaudun,Gare d'Austerlitz,07:08:00,08:46:00,114.15900905533336,1.63,Jour,0.46
IDFM:TN:SNCF:86b0e9e3-0cf2-43f7-8972-ba506a63268e,Laroche - Migennes,Gare de Lyon,14:03:00,15:29:00,129.07897995273925,1.43,Jour,0.52
IDFM:TN:SNCF:871d0f3e-13df-47a2-8f85-6f60427501d3,Laroche - Migennes,Paris-Bercy Bourgogne - Pays d'Auvergne,09:03:00,10:27:30,128.29830966332557,1.41,Jour,0.51
IDFM:TN:SNCF:8782a035-cd6e-41c2-bf2f-d76b2df78955,Paris-Bercy Bourgogne - Pays d'Auvergne,Laroche - Migennes,11:35:00,12:57:00,128.29830966332557,1.37,Jour,0.51
