route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off,tts_route_short_name,direction0_name,direction1_name,ext_id,ext_id_py7,ext_realtime,ext_type
300,ALEOP_44,300,Grandchamp-des-Fontaines - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,0075BF,FFFFFF,1,1,1,,Grandchamp-des-Fontaines > Treillières > Nantes,Nantes > Treillières > Grandchamp-des-Fontaines,,,1,
301,ALEOP_44,301,Paimboeuf - Saint Père en Retz - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,EE756D,FFFFFF,1,1,1,,Paimboeuf / St Père en Retz > Nantes,Nantes > Paimboeuf / St Père en Retz,,,,
303,ALEOP_44,303,Pornic - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,164194,FFFFFF,1,1,1,,Saint Michel Chef Chef / Pornic > Nantes,Nantes > Saint Michel Chef Chef / Pornic,,,,
309,ALEOP_44,309,Nozay - Nantes (Express),Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,7A7AB9,FFFFFF,1,1,1,,Nozay > Nantes,Nantes > Nozay,,,,
310,ALEOP_44,310,Derval - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,1,1,1,,Guémené-Penfao > Derval > Nozay > Nantes,Nantes > Nozay  > Derval > Guémené-Penfao,,,,
311,ALEOP_44,311,Blain - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C0087F,FFFFFF,1,1,1,,Plessé > Le Gâvre > Blain > Nantes,Nantes > Blain > Le Gâvre > Plessé,,,,
312,ALEOP_44,312,Saint Philbert de Grand Lieu - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,4F304E,FFFFFF,1,1,1,,Saint-Philbert-de-Grand-Lieu > Nantes,Nantes > Saint-Philbert-de-Grand-Lieu,,,1,
313,ALEOP_44,313,Saint Philbert de Grand Lieu - Nantes Express,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,9B567E,FFFFFF,1,1,1,,Saint-Philbert-de-Grand-Lieu > Nantes,Nantes > Saint-Philbert-de-Grand-Lieu,,,1,
315,ALEOP_44,315,Préfailles - Saint Nazaire,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,EE756D,F7F7F7,1,1,1,,Préfailles > Saint-Nazaire,Saint-Nazaire > Préfailles,,,,
316,ALEOP_44,316,Frossay - Saint Nazaire,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,1,1,1,,Frossay > Saint-Nazaire,Saint-Nazaire > Frossay,,,,
317,ALEOP_44,317,Saint Brévin - Saint Nazaire,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,FDC300,000000,1,1,1,,Saint-Brévin > Saint-Nazaire,Saint-Nazaire > Saint-Brévin,,,,
320,ALEOP_44,320,Savenay - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009E3D,FFFFFF,1,1,1,,Savenay > Nantes,Nantes > Savenay,,,,
322,ALEOP_44,322,Granchamp des Fontaines - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,D3D800,0D0D0D,1,1,1,,Grandchamp-des-Fontaines > Treillières > Nantes,Nantes > Treillières > Grandchamp-des-Fontaines,,,,
330,ALEOP_44,330,La Chapelle Basse Mer - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,A5A756,FFFFFF,1,1,1,,La Chapelle Basse Mer > Nantes (Boulevard de Doulon),Nantes (Boulevard de Doulon) > La Chapelle Basse Mer,,,1,
331,ALEOP_44,331,La Regrippière - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009E3D,FFFFFF,1,1,1,,La Regrippière > Nantes,Nantes > La Regrippière,,,,
332,ALEOP_44,332,Château Thébaud - Vertou,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,164194,FFFFFF,1,1,1,,Château-Thébaud > Vertou,Vertou > Château-Thébaud,,,,
333,ALEOP_44,333,Divatte sur Loire - Nantes,Allô Aléop 0 969 39 14 14 (avant 16h) ou en ligne sur start.aleopalademande.padam.io,3,,768F53,FFFFFF,1,1,1,,Divatte sur Loire > Nantes,Nantes > Divatte sur Loire,,,1,
347,ALEOP_44,347,Casson  - Sucé-sur-Erdre,Navette vers le Tram-train Chateaubriant-Nantes. Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,1,1,1,,Casson > Sucé-sur-Erdre,Sucé-sur-Erdre > Casson,,,,
348,ALEOP_44,348,Petit Mars - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,E40134,FFFFFF,1,1,1,,Petit-Mars > Nantes,Nantes > Petit-Mars,,,,
349,ALEOP_44,349,Trans-sur-Erdre  -  Nort-sur-Erdre,Navette vers le Tram-train Chateaubriant-Nantes. Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,1,1,1,,Trans-sur-Erdre > Nort-sur-Erdre,Nort-sur-Erdre > Trans-sur-Erdre,,,,
350,ALEOP_44,350,Savenay - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,FDC300,000000,1,1,1,,Savenay > Nantes,Nantes > Savenay,,,,
360,ALEOP_44,360,Saint-Mars-la-Jaille - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,768F53,FFFFFF,1,1,1,,Saint-Mars-la-Jaille > Nantes,Nantes > Saint-Mars-la-Jaille,,,,
362,ALEOP_44,362,Vieillevigne - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,A5A756,FFFFFF,1,1,1,,Vieillevigne > Nantes,Nantes > Vieillevigne,,,,
370,ALEOP_44,370,Les Herbiers - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C0087F,FFFFFF,1,1,1,370,Les Herbiers > Nantes,Nantes > Les Herbiers,,,,
371,ALEOP_44,371,Blain - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,EA5B0C,FFFFFF,1,1,1,,Blain > Nantes,Nantes > Blain,,,,
380,ALEOP_44,380,Rocheservière - Nantes,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,4F304E,FFFFFF,1,1,1,380,Nantes,Rocheservière,,,,
E315,ALEOP_44,E315,Pornic - Saint Nazaire,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,D3D800,0D0D0D,1,1,1,,Pornic - St Nazaire,St Nazaire - Pornic,,,,
T5 ESAT,ALEOP_44,T5 AT,Saint-Nazaire - esat Pontchateau,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009E3D,FFFFFF,1,1,1,,Pont-Château > Saint-Nazaire,Saint-Nazaire > Pont-Château,,,,
305AT,ALEOP_44,T5,Saint-Nazaire - Saint-Nicolas-de-Redon,Ligne co exploitée avec le réseau urbain STRAN. Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,EE756D,FFFFFF,1,1,1,,Saint-Nicolas-de-Redon > Missillac > Saint-Nazaire,Saint-Nazaire > Missillac > Saint-Nicolas-de-Redon,,,,
509,ALEOP_85,509,La Roche-sur-Yon / Grosbreuil / Les Sables d'Olonne,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,E40134,FFFFFF,1001,1,1,,La Roche sur Yon,Les Sables d'Olonne,,,1,
510,ALEOP_85,510,Cholet / Les Essarts / La Roche-sur-Yon,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,EA5B0C,FFFFFF,1001,1,1,,La Roche sur Yon,Cholet,,,1,
520,ALEOP_85,520,La Roche-sur-Yon / Sainte Hermine / Fontenay-le-Comte,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,1001,1,1,,La Roche sur Yon,Fontenay le Comte,,,1,
540,ALEOP_85,540,Luçon / La Rochelle,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,D3D800,000000,1001,1,1,,La Rochelle,Luçon,,,1,
550,ALEOP_85,550,Les Sables d'Olonne / La Tranche-sur-Mer / Luçon,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,0075BF,FFFFFF,1001,1,1,,Luçon,Les Sables d'Olonne,,,1,
555,ALEOP_85,555,La Roche-sur-Yon / Moutiers-les-Mauxfaits / L'Aiguillon-sur-Mer,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,76B82A,FFFFFF,1001,1,1,,L'Aiguillon-sur-Mer,La Roche sur Yon,,,1,
568,ALEOP_85,568,La Barre de Monts / Saint-Gilles-Croix-de-Vie / Les Sables d'Olonne,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,768F53,FFFFFF,1001,1,1,,Les Sables d'Olonne,Saint Jean de Monts,,,1,
571,ALEOP_85,571,Challans / La Barre de Monts / Noirmoutier,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,AA216E,FFFFFF,1001,1,1,,Challans,Noirmoutier,,,1,
572,ALEOP_85,572,La Roche-sur-Yon / Saint-Gilles-Croix-de-Vie / Saint-Jean-de-Monts,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,365E3C,FFFFFF,1001,1,1,,La Roche sur Yon,Saint Jean de Monts,,,1,
580,ALEOP_85,580,La Roche-sur-Yon / Les Lucs sur Boulogne / St Philbert de Bouaine,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,4F304E,FFFFFF,1001,1,1,,St Philbert de Bouaine,La Roche / Yon,,,1,
590,ALEOP_85,590,Chantonnay / Montaigu-Vendée,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,692E55,FFFFFF,1001,1,1,590,Montaigu-Vendée,Chantonnay,,,1,
Vxp,ALEOP_85,Vxp,Vendexpress,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,164194,FFFFFF,1001,1,1,,La Roche-sur-Yon,Challans,,,1,
07,ALEOP_LER,07,Nantes - Poitiers,Allô Aléop  0 969 39 14 14 (appel non surtaxé),3,,009BB9,FFFFFF,2001,1,1,,Poitiers,Nantes,,402,1,
12,ALEOP_LER,12,St Jean de Monts - Challans - Nantes,Allô Aléop  0 969 39 14 14 (appel non surtaxé),3,,009BB9,FFFFFF,2001,1,1,,Nantes,Challans / St Jean de Monts,,,1,
13,ALEOP_LER,13,Nantes - Noirmoutier,Allô Aléop  0 969 39 14 14 (appel non surtaxé),3,,009BB9,FFFFFF,2001,1,1,,Nantes,Noirmoutier-en-l'Ile,,,1,
15,ALEOP_LER,15,La Roche sur Yon - Luçon - Fontenay le Comte,Allô Aléop  0 969 39 14 14 (appel non surtaxé),3,https://aleop.paysdelaloire.fr/,009BB9,FFFFFF,2001,1,1,,Fontenay-le-Comte,La-Roche-sur-Yon,,,,
16,ALEOP_LER,16,Fontenay le Comte - Niort,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009BB9,FFFFFF,2001,1,1,,Niort,Fontenay-le-Comte,,,,
17,ALEOP_LER,17,Fontenay le Comte - La Rochelle,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009BB9,FFFFFF,2001,1,1,,La Rochelle,Fontenay-le-Comte,,,,
26,ALEOP_LER,26,Le Mans - La Flèche - Saumur,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009BB9,FFFFFF,2001,1,1,,La Flèche / Saumur,Le Mans,192,,,
101-AD,ALEOP_53,101-AD,Angers - Château-Gontier - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,A5A756,FFFFFF,,1,1,,Angers → Château-Gontier → Laval,Laval → Château-Gontier → Angers,,,,715
101E,ALEOP_53,101E,Angers - Château-Gontier - Laval / Navette Express,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,A5A756,FFFFFF,,1,1,,Château-Gontier → Laval,Laval→ Château-Gontier,,,,
101,ALEOP_53,101,Angers - Château-Gontier - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,A5A756,FFFFFF,,1,1,,Angers → Chateau-Gontier-sur-Mayenne → Laval,Laval → Chateau-Gontier-sur-Mayenne → Angers,,,,
102-AD,ALEOP_53,102-AD,Ambrières - Mayenne - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,76B82A,FFFFFF,,2,2,,Ambrières → Mayenne → Laval,Laval → Mayenne → Ambrières,,,,715
102E,ALEOP_53,102E,Mayenne - Laval / Express,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,76B82A,FFFFFF,,1,1,,Mayenne → Laval,Laval → Mayenne,,,,
102,ALEOP_53,102,Mayenne - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,76B82A,FFFFFF,,1,1,,Ambrières → Mayenne → Laval,Laval → Mayenne → Ambrières,,,,
103-AD,ALEOP_53,103-AD,Sainte-Suzanne - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009E3D,FFFFFF,,1,1,,Sainte-Suzanne → Laval,Laval → Sainte-Suzanne,,,,715
103,ALEOP_53,103,Sainte-Suzanne - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,009E3D,FFFFFF,,1,1,,Sainte-Suzanne → Laval,Laval → Sainte-Suzanne,,,,
104-AD,ALEOP_53,104-AD,Ernée - Andouillé - La Baconnière - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,768F53,FFFFFF,,1,1,,Ernée → Andouillé → Laval,Laval → Andouillé → Ernée,,,,715
104,ALEOP_53,104,Ernée - Andouillé - La Baconnière - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,768F53,FFFFFF,,1,1,,Ernée → Andouillé → Laval,Laval → Andouillé → Ernée,,,,
105-AD,ALEOP_53,105-AD,Ernée - Andouillé - La Baconnière - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,365E3C,FFFFFF,,1,1,,Ernée → La Baconnière → Laval,Laval → La Baconnière → Ernée,,,,715
105,ALEOP_53,105,Ernée - Andouillé - La Baconnière - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,365E3C,FFFFFF,,1,1,,Ernée → La Baconnière → Laval,Laval → La Baconnière → Ernée,,,,
107-AD,ALEOP_53,107-AD,Saint-Pierre-des-Landes - Olivet - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,0075BF,FFFFFF,,1,1,,Saint-Pierre-des-Landes → Olivet → Laval,Laval → Olivet→ Saint-Pierre-des-Landes,,,,715
107,ALEOP_53,107,Saint-Pierre-des-Landes - Olivet - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,0075BF,FFFFFF,,1,1,,Saint-Pierre-des-Landes → Olivet → Laval,Laval → Olivet→ Saint-Pierre-des-Landes,,,,
108-AD,ALEOP_53,108-AD,La Guerche-de-Bretagne - Montjean - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,164194,FFFFFF,,1,1,,La Guerche-de-Bretagne → Monjean → Laval,Laval→ Monjean → La Guerche-de-Bretagne,,,,715
108,ALEOP_53,108,La Guerche-de-Bretagne - Montjean - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,164194,FFFFFF,,1,1,,La Guerche-de-Bretagne → Monjean → Laval,Laval→ Monjean → La Guerche-de-Bretagne,,,,
109-AD,ALEOP_53,109-AD,Sablé-sur-Sarthe - Meslay-du-Maine - Laval / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,,2,2,,Sablé-sur-Sarthe → Meslay-du-Maine → Laval,Laval → Meslay-du-Maine → Sablé-sur-Sarthe,,,,715
109E,ALEOP_53,109E,Sablé-sur-Sarthe - Meslay-du-Maine - Laval / Express,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,,1,1,,Meslay-du-Maine → Laval,Laval → Meslay-du-Maine,,,,
109,ALEOP_53,109,Sablé-sur-Sarthe - Meslay-du-Maine - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,831F82,FFFFFF,,1,1,,Sablé-sur-Sarthe → Meslay-du-Maine → Laval,Laval → Meslay-du-Maine → Sablé-sur-Sarthe,,,,
110-AD,ALEOP_53,110-AD,Lassay-les-Châteaux - Mayenne  / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,7A7AB9,FFFFFF,,1,1,,Lassay-les-Châteaux → Mayenne,Mayenne → Lassay-les-Châteaux,,,,715
110,ALEOP_53,110,Lassay-les-Châteaux - Mayenne - Laval,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,7A7AB9,FFFFFF,,1,1,,Lassay-les-Châteaux → Mayenne → Laval,Mayenne → Lassay-les-Châteaux,,,,
111-AD,ALEOP_53,111-AD,Gorron - Mayenne / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,,1,1,,Gorron  → Mayenne,Mayenne → Gorron,,,,715
111,ALEOP_53,111,Gorron - Mayenne,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,F3975D,FFFFFF,,1,1,,Gorron  → Mayenne,Mayenne → Gorron,,,,
112-AD,ALEOP_53,112-AD,Évron - Jublains - Mayenne / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C0087F,FFFFFF,,1,1,,Évron → Jublains → Mayenne,Mayenne → Jublains → Évron,,,,715
112,ALEOP_53,112,Évron - Jublains - Mayenne,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,C0087F,FFFFFF,,1,1,,Évron → Jublains → Mayenne,Mayenne → Jublains → Évron,,,,
113-AD,ALEOP_53,113-AD,Saint-Pierre-des-Nids - Alençon - Villaines-la-Juhel - Mayenne / A la demande,Allô Aléop 0 969 39 14 14 (appel non surtaxé),3,,E40134,FFFFFF,,2,2,,Saint-Pierre-des-Nids → Villaines-la-Juhel → Mayenne,Mayenne → Villaines-la-Juhel → Saint-Pierre-des-Nids,,,,715
