stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,wheelchair_boarding
127,127,Dinarelle,43.9637371772,4.751794348,0,
131,131,Dinarelle,43.9637311017,4.7520680476,0,
1975,1975,Vedène Eglise,43.9775661203,4.9021544302,0,
1648,1648,Puits Carré,44.0015517768,4.7771424643,0,1
1649,1649,Puits Carré,44.000773167,4.7777693966,0,1
1650,1650,Mas de Carles,43.986458293,4.7839679738,0,
1651,1651,Mas de Carles,43.987999622,4.783424004,0,
2293,2293,Marché de Pujaut,44.003233273,4.775158668,0,
2294,2294,Marché de Pujaut,44.0032338307,4.7751337691,0,
1652,1652,Valergue,44.0282427555,4.7953959381,0,
1653,1653,Valergue,44.0284909951,4.7955563072,0,
1654,1654,Place Mairie,44.024048473,4.7943165212,0,
1655,1655,Place Mairie,44.0239917458,4.7944387235,0,
1656,1656,Avenue de Provence,44.0188221858,4.7935291143,0,
1657,1657,Avenue de Provence,44.0196284107,4.793676228,0,
2166,2166,Four D980,44.0106794041,4.8031843354,0,
2167,2167,Four D980,44.011038525,4.8036112406,0,
9011,9011,Jouveau,43.9315582961,4.8096925997,0,1
9012,9012,Jouveau,43.9319991546,4.8096869041,0,1
9013,9013,Place St Ruf,43.9363815105,4.8103880629,0,1
9014,9014,Place St Ruf,43.9363843388,4.8102637167,0,1
651,651,Droits de l'Homme,43.9470844443,4.8352052687,0,
663,663,Droits de l'Homme,43.9468765033,4.8348599858,0,
9017,9017,Gare Centre,43.9426951333,4.80605723,0,1
9018,9018,Gare Centre,43.9425791669,4.8060148422,0,1
9019,9019,St Roch,43.9433370708,4.7999605221,0,1
9020,9020,St Roch,43.943239355,4.7999064897,0,1
2045,2045,Limbert,43.9438158467,4.8145211963,0,1
2046,2046,Limbert,43.9439827257,4.8154870224,0,1
2048,2048,St Tronquet,43.9793097951,4.873433272,0,1
2049,2049,St Tronquet,43.9792631267,4.8735059258,0,1
2052,2052,Tour Blanche,43.9662224366,4.8637571209,0,1
2053,2053,Tour Blanche,43.9662357845,4.8639569752,0,1
2211,2211,Carmes,43.9503348475,4.8138221452,0,1
2054,2054,Verdi,43.9316181304,4.7991286688,0,1
2055,2055,Verdi,43.931779613,4.7987498482,0,1
2056,2056,Schuman,43.9249391618,4.8041155444,0,1
2057,2057,Schuman,43.9248824273,4.8042375237,0,1
2060,2060,Magnanarelles,43.9186873772,4.8787148173,0,1
2061,2061,Magnanarelles,43.9186250619,4.878687142,0,1
2062,2062,Maria Casarès,43.9354854271,4.8295419759,0,1
2063,2063,Maria Casarès,43.935886909,4.8288999124,0,1
1209,1209,Dublin,43.9569926306,4.8850123513,0,
1210,1210,Dublin,43.9568574607,4.8857907473,0,
2064,2064,Croix Rouge,43.9370426282,4.8255650027,0,1
2065,2065,Croix Rouge,43.9371832216,4.8249239108,0,1
2072,2072,Les Ferrailles,44.0018318629,4.923577106,0,1
2073,2073,Les Ferrailles,44.0018279055,4.9233650737,0,1
2134,2134,Folard,43.9517056234,4.9025297645,0,1
2139,2139,Folard,43.9510740086,4.9026132751,0,1
2085,2085,Quiot,43.9333397543,4.7985685578,0,1
2088,2088,Quiot,43.9334708792,4.7987360429,0,1
2086,2086,Mouret,43.9380216454,4.7967675199,0,1
2087,2087,Mouret,43.9378952836,4.7967869404,0,1
2090,2090,L'Autre Scène,43.9798809282,4.906980266,0,1
2388,2388,L'Autre Scène,43.9791101466,4.9080041826,0,1
2122,2122,Petit Mas,43.9350955079,4.7817422496,0,1
2125,2125,Petit Mas,43.9350430308,4.7820760458,0,1
2127,2127,Grand Pré,43.9398959205,4.9002160571,0,1
2260,2260,Grand Pré,43.9400478915,4.8998743683,0,
2147,2147,Portugaises,43.9442653385,4.908306081,0,
2148,2148,Portugaises,43.9448402663,4.9087180478,0,
2149,2149,Boiseaumarie,43.9419797133,4.9087254124,0,
2150,2150,Boiseaumarie,43.9425780344,4.9085284359,0,
185,185,Ducros,43.9651408606,4.7779680439,0,
866,866,Ducros,43.9656046114,4.776941922,0,
1644,1644,Croix de Fer,44.0074525103,4.7678875728,0,
1645,1645,Croix de Fer,44.0073840471,4.7681338845,0,
1990,1990,Ferry,43.9380939512,4.7995339415,0,1
1529,1529,Ferry,43.9381021825,4.7979783917,0,
2447,2447,Carreterie,43.9515360779,4.8167630203,0,1
1974,1974,La Velle,44.0049472408,4.778148411,0,
1984,1984,La Velle,44.0050500491,4.7783771491,0,
2402,2402,Lou Valat,43.9810896881,4.9163405871,0,1
2403,2403,Magali,43.9792169849,4.9175509711,0,1
2389,2389,St Didier,43.9462459296,4.8057510362,0,1
1917,1917,Hôtel de Ville,43.9490068394,4.80537311,0,
2040,2040,Stade Nautique,43.9294398065,4.8389965904,0,1
119,119,Carrières,43.9612853292,4.759721658,0,
139,139,Carrières,43.9611626938,4.759977918,0,
897,897,EREA,43.9710999167,4.9001931724,0,
898,898,EREA,43.9709073091,4.9007324911,0,
2069,2069,Bavardages,43.9348420023,4.8281819371,0,1
2070,2070,Bavardages,43.9348624065,4.8284691062,0,1
2099,2099,St Maurice,43.9454929013,4.8636063922,0,
2100,2100,St Maurice,43.9453056513,4.8635358132,0,
2101,2101,La Halte,43.9263982969,4.8770687065,0,1
2102,2102,La Halte,43.9260872781,4.8772912513,0,1
2103,2103,Agrosciences,43.9120569388,4.8902877939,0,1
2104,2104,Agrosciences,43.9119569342,4.8903330669,0,1
2277,2277,Sergent Ménassier,43.9580538928,4.7650748256,0,1
2278,2278,Sergent Ménassier,43.9579958124,4.765259113,0,1
2131,2131,Mistral,43.9467710374,4.7996488766,0,
2133,2133,Observance,43.9445876175,4.8019318694,0,
9007,9007,Trillade,43.9293958735,4.8193307678,0,1
9008,9008,Trillade,43.9293659793,4.8198521697,0,1
2319,2319,Newton Avi Nord,43.9806380423,4.8781889271,0,1
2320,2320,Newton Avi Nord,43.9814557097,4.8786117205,0,1
2329,2329,Aéroport,43.9037542626,4.8964333272,0,
14,14,Echo,43.936441739,4.8156433039,0,
2379,2379,Echo,43.937526074,4.8162134202,0,
320,320,Cassagne,43.9617464288,4.8752012199,0,
340,340,Cassagne,43.961593342,4.8763649364,0,
2153,2153,Beauchamps,44.0075256069,4.7415080799,0,
2154,2154,Beauchamps,44.0075735628,4.7413730286,0,
2155,2155,Boucarut,44.0398452116,4.7414450847,0,
2156,2156,Cavallière,44.0413616529,4.7485298293,0,
2157,2157,Centre Commercial,44.0459309575,4.7868349347,0,
2158,2158,Centre Commercial,44.0456613882,4.787222349,0,
2161,2161,Claire Fontaine,44.0117552601,4.7637098677,0,1
2162,2162,Claire Fontaine,44.0120298414,4.7634972778,0,1
2323,2323,Clg Paul Valéry,44.0489762919,4.7810051822,0,
656,656,Cassin,43.9472606412,4.8427947449,0,
657,657,Cassin,43.9472296729,4.8429676707,0,
2170,2170,La Barotte,44.0388940159,4.7490732459,0,
2172,2172,La Gallinière,44.0329082519,4.7468237172,0,
455,455,Barthelasse Ecole,43.9686385061,4.8307739003,0,
464,464,Barthelasse Ecole,43.9687223678,4.830254512,0,
2173,2173,Le Coquillon,44.0371700299,4.7350847933,0,
2174,2174,Le Porge,44.0240687577,4.7471211849,0,
2175,2175,Piscine,44.0481997421,4.7743120084,0,
2176,2176,Piscine,44.0482053165,4.774062822,0,
2178,2178,Roquemaure Centre,44.0526686747,4.7796053783,0,
2179,2179,Roquemaure Centre,44.0527431271,4.7798954509,0,
672,672,Castelette,43.921144592,4.868620769,0,1
677,677,Castelette,43.9213503736,4.8682815112,0,1
2350,2350,Truel,44.0417743347,4.7716290321,0,
2351,2351,Truel,44.0418386313,4.7715694443,0,
2185,2185,Ninon Vallin,43.9437422237,4.8118290942,0,
2186,2186,Trillade,43.9289563163,4.8208547787,0,
2187,2187,Trillade,43.9287892838,4.8206856839,0,
2203,2203,Trillade,43.9296223004,4.8200500586,0,1
2201,2201,Scheppler FabricA,43.9354713392,4.7981755405,0,1
2202,2202,Scheppler FabricA,43.9355578182,4.7983286491,0,1
2216,2216,Amarinié,43.9636071284,4.7556242234,0,
2217,2217,Amarinié,43.9636862066,4.7553038242,0,
451,451,EDF,43.9723136194,4.819925279,0,
468,468,EDF,43.9719958098,4.8196622781,0,
2214,2214,Bosquets,43.9618201489,4.7526591589,0,
2215,2215,Bosquets,43.9617261456,4.7528419413,0,
2222,2222,Rheinbach,43.9803378449,4.7853482817,0,
2223,2223,Rheinbach,43.9804762738,4.7851923206,0,
1587,1587,Caumont Balarucs,43.886041368,4.9665984399,0,
1588,1588,Caumont Balarucs,43.8862887659,4.9664108993,0,1
2273,2273,Sémaphore,43.93574714,4.8474895,0,1
2274,2274,Sémaphore,43.9358022866,4.847828007,0,1
2287,2287,Chapelle St Joseph,44.041996252,4.7705536802,0,
2288,2288,Chapelle St Joseph,44.0420082996,4.7704170283,0,
2327,2327,Clément Ader,43.9051561404,4.8968696993,0,
2328,2328,Clément Ader,43.9053535196,4.8968910336,0,
2331,2331,Lauzon,43.9523445625,4.8434922798,0,
2332,2332,Lauzon,43.9525470948,4.8421192012,0,
2344,2344,Canal Crillon,43.9676973009,4.8822922426,0,
2345,2345,Canal Crillon,43.9682007813,4.8823023693,0,
2346,2346,Les Sablèyes,43.9768060585,4.7497722054,0,
2347,2347,Les Sablèyes,43.9769141262,4.7489547359,0,
454,454,Cave,43.9710244304,4.8259591707,0,
465,465,Cave,43.9713537721,4.8261106167,0,
1579,1579,Lycée René Char,43.9461987528,4.8525579043,0,1
1580,1580,Lycée René Char,43.9463955023,4.8522180406,0,1
2349,2349,Caderache,44.0347585336,4.7744323436,0,
2348,2348,Caderache,44.0345206417,4.774210154,0,
2352,2352,Chagall,43.9562233412,4.8825248427,0,
908,908,Cèdre Bleu,43.9552532624,4.8413919456,0,1
909,909,Cèdre Bleu,43.9552818288,4.8409325103,0,1
1593,1593,Le Pontet Centre,43.9614666493,4.8593862045,0,1
45,45,Le Pontet Centre,43.9612278879,4.8576571316,0,1
2390,2390,Aulanière,43.9334159889,4.7844329892,0,1
2391,2391,Aulanière,43.9336125542,4.7844912458,0,1
2398,2398,Duffaut,43.9209489329,4.8047634956,0,1
2399,2399,Duffaut,43.9211485897,4.8046850653,0,1
2408,2408,Venus,43.9304000012,4.8245894006,0,1
2409,2409,Venus,43.9309806457,4.8247641854,0,1
2413,2413,Les Glaïeuls,43.9654091962,4.8820526361,0,1
2414,2414,Les Glaïeuls,43.9645859474,4.8826383934,0,1
2415,2415,Les Bleuets,43.9628168824,4.8802054137,0,1
2446,2446,Les Bleuets,43.9650366229,4.8799063674,0,1
2417,2417,Le Couchant,43.9612469846,4.7423991586,0,1
1751,1751,Eglantines,43.9298558493,4.7987037923,0,
1752,1752,Eglantines,43.9296188457,4.7988428636,0,
2421,2421,P+R Agroparc,43.9093637293,4.894658102,0,1
2418,2418,P+R Agroparc,43.9094896016,4.8942780836,0,1
2428,2428,P+R Agroparc,43.9093165448,4.8943698247,0,1
2429,2429,P+R Agroparc,43.9089996448,4.8948407718,0,1
2422,2422,L'Entrepôt,43.9409957172,4.8060331219,0,1
2425,2425,PEM Gare Routière,43.9421956286,4.8078529444,0,1
2426,2426,Montaigne,43.9100780278,4.8910573177,0,1
2427,2427,Montaigne,43.909906434,4.8910869275,0,1
2437,2437,Gloriette,43.9358232965,4.8484761802,0,1
2457,2457,Gloriette,43.9360958143,4.8487496218,0,1
2438,2438,Le Signal,43.9172830766,4.8822231486,0,1
2439,2439,Le Signal,43.9173352417,4.8823001449,0,1
2240,2240,Fontcouverte,43.9387736547,4.8402792144,0,1
705,705,Fontcouverte,43.9385186255,4.8404173416,0,1
2443,2443,La Matte,43.9346873844,4.8548111341,0,1
2444,2444,La Matte,43.9340014982,4.8560751728,0,1
2449,2449,Le Pesquier,43.9446568647,4.6783097707,0,1
2169,2169,Romain Rolland,44.050367168,4.783559527,0,
2381,2381,Romain Rolland,44.0503458377,4.7837082681,0,
952,952,Charles de Gaulle,43.9573598895,5.0299486015,0,
436,436,Eisenhower,43.9395870857,4.7975448475,0,1
846,846,Eisenhower,43.9391198314,4.7975245995,0,1
2453,2453,Fromental,44.0037231173,4.9249968225,0,1
2454,2454,Fromental,44.0040798767,4.925125263,0,1
2455,2455,Jean Moulin,43.9488752318,4.9357435627,0,1
910,910,Agassins,43.9568661855,4.8479005841,0,1
911,911,Agassins,43.956766885,4.8471366445,0,1
2460,2460,La Grangette,43.958903988,5.0427613349,0,1
2461,2461,La Grangette,43.9588869582,5.0430843032,0,1
2464,2464,Pierre Sémard,44.049723591,4.7749512376,0,1
2465,2465,Pierre Sémard,44.0495722805,4.7752814623,0,1
2466,2466,11 Novembre,44.0502462473,4.7817334243,0,1
2467,2467,11 Novembre,44.0499454634,4.7815084302,0,1
169,169,Collège le Mourion,43.9753600419,4.7831157448,0,1
192,192,Collège le Mourion,43.9753774882,4.7835399788,0,1
1985,1985,Collège le Mourion,43.9757302102,4.7838541164,0,
432,432,Clg Alphonse Tavan,43.9415345217,4.8779201446,0,
170,170,Cévennes,43.9744991137,4.7806000587,0,1
191,191,Cévennes,43.9747452138,4.7816568932,0,1
684,684,Péguy,43.9354975274,4.8231199475,0,
692,692,Péguy,43.9358643404,4.8228123885,0,
707,707,Lac St Chamand,43.9349056606,4.8531529372,0,1
720,720,Lac St Chamand,43.9351804836,4.851771064,0,1
2303,2303,Delteil,43.9571149137,4.8363191103,0,
1236,1236,Etoiles,43.9399636083,4.8762440449,0,
513,513,Etoiles,43.9402340407,4.8762187948,0,
230,230,Farandole,43.9557645893,4.8659437666,0,
252,252,Farandole,43.9555338361,4.8654229782,0,
231,231,Ferme St Louis,43.957275368,4.8671192869,0,
251,251,Ferme St Louis,43.9574124653,4.8670257832,0,
219,219,Florence,43.9454998645,4.8430905036,0,1
260,260,Florence,43.9454885863,4.8431895985,0,1
293,293,Fontaine du Buis,43.9513106029,4.7111773498,0,
336,336,Fontaine du Buis,43.9507534413,4.7107432124,0,
313,313,Les Oeillets,43.9405828598,4.8421763888,0,
347,347,Les Oeillets,43.9405868702,4.8420022936,0,
1674,1674,Forum,43.9331090296,4.7808850729,0,
279,279,Forum,43.9334586328,4.780937457,0,
2136,2136,France,43.9542005655,4.9008619893,0,1
2254,2254,France,43.9540326717,4.9011158827,0,1
638,638,Château d'Eau,43.9489119904,4.9387208744,0,1
1876,1876,Frédéric Mistral,43.969688087,4.7953254046,0,1
1926,1926,Frédéric Mistral,43.9699725418,4.795474723,0,1
747,747,Courbet,43.9555439102,4.8283433987,0,
160,160,Villeneuve Gare,43.9544490206,4.7918391283,0,
201,201,Villeneuve Gare,43.9558303048,4.7924093584,0,1
1078,1078,Galaxie,43.9415420227,4.8242933297,0,1
1079,1079,Galaxie,43.9419441568,4.823227951,0,1
4,4,Garance,43.9256080718,4.8284240238,0,
97,97,Garance,43.9253096879,4.8280998193,0,
1126,1126,2ème DB,43.9604126486,4.7516404605,0,1
128,128,2ème DB,43.9604389035,4.7512680199,0,1
322,322,Arbalestière,43.9613844375,4.8799170791,0,
338,338,Arbalestière,43.961359778,4.8802023878,0,
616,616,St Saturnin Gare,43.9537266577,4.93599057,0,1
639,639,St Saturnin Gare,43.95425857,4.9359402151,0,1
1962,1962,Garrigotte,43.97222594,4.8913260898,0,
893,893,Garrigotte,43.9720960534,4.8914946159,0,
1241,1241,Garrigues,43.930539095,4.881161966,0,
417,417,Garrigues,43.930470961,4.8813829415,0,
2283,2283,Rouges Gorges,43.9978730335,4.9167922586,0,1
930,930,Rouges Gorges,43.998085442,4.9169389903,0,1
229,229,Gavotte,43.9550789692,4.86409533,0,
253,253,Gavotte,43.955076312,4.8634352927,0,
105,105,Général Leclerc,43.9547590183,4.7908564646,0,
153,153,Général Leclerc,43.9545745323,4.7910601538,0,
129,129,Grand Angles,43.9604133773,4.7491750137,0,
2450,2450,Grand Angles,43.9608860471,4.749356977,0,1
1019,1019,Grand Avignon,43.9103498932,4.8875236757,0,1
1020,1020,Grand Avignon,43.910388167,4.8874258611,0,1
843,843,Grand Montagné,43.9611880957,4.7568161647,0,
885,885,Grand Montagné,43.9610105907,4.7567089807,0,
134,134,Grand Terme,43.9649169908,4.769490369,0,1
1700,1700,Grand Terme,43.9650114682,4.7700921627,0,1
180,180,Grand Terme,43.965307642,4.7697188141,0,1
183,183,Grand Terme,43.9650469659,4.7693091443,0,1
711,711,Grange Neuve,43.9279862139,4.8706930042,0,
716,716,Grange Neuve,43.9280766466,4.870672148,0,
318,318,Grangette,43.9630116627,4.8687697451,0,
342,342,Grangette,43.9629554333,4.8688668613,0,
750,750,Granier,43.9515628255,4.8211093453,0,
1428,1428,Les Deux Rhône,43.9649513577,4.8177601186,0,
1429,1429,Les Deux Rhône,43.9649750025,4.8175120873,0,
2321,2321,Signargues,43.9634748119,4.6668952983,0,
2322,2322,Signargues,43.963764356,4.6676543184,0,
370,370,Hôpital,43.9182002553,4.8042085747,0,1
22,22,Horloge,43.9482651662,4.8059508893,0,
2224,2224,Horloge,43.9478706432,4.8058963837,0,
9016,9016,Arrousaire,43.9405824422,4.8095752337,0,1
9015,9015,Arrousaire,43.9406436451,4.8096525861,0,1
2295,2295,Grégoire XI,43.9603477848,4.866123069,0,
2296,2296,Grégoire XI,43.9605370595,4.8661065979,0,
42,42,De Fargis,43.9600917727,4.8612676772,0,1
53,53,De Fargis,43.9601219045,4.8611320409,0,1
1145,1145,Jardins,43.9614059638,4.7171780915,0,
1147,1147,Jardins,43.961630883,4.7167641547,0,
41,41,Jardins de Fargues,43.9588667747,4.8605656889,0,
52,52,Jardins de Fargues,43.9584343141,4.8605962701,0,
745,745,Jardins Neufs,43.9563296931,4.8329101995,0,
1699,1699,Aubanel,43.9535954624,4.8112501545,0,1
2281,2281,Aubanel,43.9535505126,4.8096669565,0,1
753,753,Aubanel,43.9534874848,4.8104610549,0,1
1233,1233,Jarretière,43.9406097765,4.8709077771,0,
404,404,Jarretière,43.9406689043,4.8706863487,0,
2304,2304,Amandier,43.9346121871,4.8479496388,0,
2305,2305,Amandier,43.9346797636,4.8481393283,0,
113,113,Jean Rey,43.9562135344,4.7701508491,0,
145,145,Jean Rey,43.9560703171,4.7701198082,0,
800,800,Jean Vilar,43.9776509375,4.7884335073,0,1
801,801,Jean Vilar,43.977624244,4.7880213104,0,1
1027,1027,Jourdans,43.8893296336,4.959686151,0,
1028,1028,Jourdans,43.8899741766,4.9583228949,0,
2317,2317,Clg Jules Verne,43.9561745751,4.8602965819,0,1
2318,2318,Clg Jules Verne,43.9563295528,4.8594318621,0,1
1222,1222,LEP Eguilles,43.9866769983,4.8976203794,0,1
2272,2272,LEP Eguilles,43.9864777589,4.8980598881,0,1
1119,1119,La Bégude,43.9596401195,4.733291147,0,1
1128,1128,La Bégude,43.9593652247,4.7322958662,0,1
1046,1046,La Cave,43.8924368169,4.9513094959,0,1
1053,1053,La Cave,43.892435936,4.9517199105,0,1
612,612,La Chapelle,43.9552709162,4.9236593973,0,1
624,624,La Chapelle,43.9548862108,4.9231936102,0,1
660,660,Auriol,43.9503885255,4.8389861096,0,
775,775,Auriol,43.9504622426,4.8393006127,0,
1144,1144,La Filature,43.9632445355,4.7100079232,0,
1148,1148,La Filature,43.9632088928,4.7104049075,0,
