origin,destination,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,departure_time,arrival_time,shape_distance_km,source,provider
București Nord,Arad,InterCity,44.44677,26.07441,46.19134,21.32492,2026-03-16 19:28:00,2026-03-16 08:15:00,,back_on_track,BackOnTrack
București Nord,Arad,InterCity,44.44677,26.07441,46.19134,21.32492,2026-03-16 19:28:00,2026-03-16 08:15:00,,back_on_track,BackOnTrack
Arad,București Nord,InterCity,46.19134,21.32492,44.44677,26.07441,2026-03-16 19:05:00,2026-03-16 07:29:00,,back_on_track,BackOnTrack
Arad,București Nord,InterCity,46.19134,21.32492,44.44677,26.07441,2026-03-16 19:05:00,2026-03-16 07:29:00,,back_on_track,BackOnTrack
Varna,Sofia,InterCity,,,,,2026-03-16 21:40:00,2026-03-16 05:45:00,,back_on_track,BackOnTrack
Sofia,Varna,InterCity,,,,,2026-03-16 23:00:00,2026-03-16 06:52:00,,back_on_track,BackOnTrack
Dobrich,Sofia,InterCity,,,,,2026-03-16 20:35:00,2026-03-16 05:45:00,,back_on_track,BackOnTrack
Sofia,Dobrich,InterCity,,,,,2026-03-16 23:00:00,2026-03-16 08:05:00,,back_on_track,BackOnTrack
Varna,Sofia,InterCity,,,,,2026-03-16 23:40:00,2026-03-16 09:00:00,,back_on_track,BackOnTrack
Sofia,Varna,InterCity,,,,,2026-03-16 23:05:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack
Burgas,Sofia,InterCity,,,,,2026-03-16 22:50:00,2026-03-16 05:13:00,,back_on_track,BackOnTrack
Sofia,Burgas,InterCity,,,,,2026-03-16 23:40:00,2026-03-16 05:55:00,,back_on_track,BackOnTrack
Burgas,Sofia,InterCity,,,,,2026-03-16 23:00:00,2026-03-16 05:45:00,,back_on_track,BackOnTrack
Sofia,Burgas,InterCity,,,,,2026-03-16 22:50:00,2026-03-16 05:50:00,,back_on_track,BackOnTrack
Varna,Sofia,InterCity,,,,,2026-03-16 23:45:00,2026-03-16 09:00:00,,back_on_track,BackOnTrack
Sofia,Varna,InterCity,,,,,2026-03-16 21:00:00,2026-03-16 05:42:00,,back_on_track,BackOnTrack
Silistra,Sofia,InterCity,,,,,2026-03-16 18:20:00,2026-03-16 05:46:00,,back_on_track,BackOnTrack
Sofia,Silistra,InterCity,,,,,2026-03-16 20:10:00,2026-03-16 07:20:00,,back_on_track,BackOnTrack
Praha hl.n.,Zürich HB,InterCity,50.08321,14.43531,47.37818,8.54021,2026-03-16 18:28:00,2026-03-16 08:30:00,,back_on_track,BackOnTrack
Praha hl.n.,Zürich HB,InterCity,50.08321,14.43531,47.37818,8.54021,2026-03-16 18:28:00,2026-03-16 08:30:00,,back_on_track,BackOnTrack
Zürich HB,Praha hl.n.,EuroNight,47.37818,8.54021,50.08321,14.43531,2026-03-16 19:59:00,2026-03-16 09:23:00,,back_on_track,BackOnTrack
Zürich HB,Praha hl.n.,EuroNight,47.37818,8.54021,50.08321,14.43531,2026-03-16 19:59:00,2026-03-16 09:23:00,,back_on_track,BackOnTrack
Budapest-Nyugati,Berlin Hbf,EuroNight,47.51068,19.05769,52.52508,13.3694,2026-03-16 19:30:00,2026-03-16 08:14:00,,back_on_track,BackOnTrack
Praha hl.n.,Budapest Nyugati,EuroNight,50.08321,14.43531,47.51133,19.05866,2026-03-16 22:03:00,2026-03-16 08:29:00,,back_on_track,BackOnTrack
București Nord,Budapest Keleti,InterCity,44.44677,26.07441,47.50059,19.08426,2026-03-16 21:00:00,2026-03-16 12:50:00,,back_on_track,BackOnTrack
Budapest Keleti,București Nord,InterCity,47.50059,19.08426,44.44677,26.07441,2026-03-16 15:10:00,2026-03-16 08:42:00,,back_on_track,BackOnTrack
Brașov,Budapest Keleti,InterCity,45.64379,25.58684,47.50059,19.08426,2026-03-16 18:51:00,2026-03-16 09:55:00,,back_on_track,BackOnTrack
Brașov,Budapest Keleti,InterCity,45.64379,25.58684,47.50059,19.08426,2026-03-16 18:51:00,2026-03-16 09:55:00,,back_on_track,BackOnTrack
Budapest Keleti,Brașov,InterCity,47.50059,19.08426,45.64379,25.58684,2026-03-16 17:40:00,2026-03-16 09:43:00,,back_on_track,BackOnTrack
Budapest Keleti,Brașov,InterCity,47.50059,19.08426,45.64379,25.58684,2026-03-16 17:40:00,2026-03-16 09:43:00,,back_on_track,BackOnTrack
București Nord,Wien Hbf,InterCity,44.44677,26.07441,48.1851,16.37711,2026-03-16 14:07:00,2026-03-16 08:21:00,,back_on_track,BackOnTrack
Wien Hbf,București Nord,InterCity,48.1851,16.37711,44.44677,26.07441,2026-03-16 19:42:00,2026-03-16 15:06:00,,back_on_track,BackOnTrack
București Nord,Budapest Keleti,InterCity,44.44677,26.07441,47.50059,19.08426,2026-03-16 18:25:00,2026-03-16 08:50:00,,back_on_track,BackOnTrack
Budapest-Keleti,București Nord,InterCity,47.50044,19.08399,44.44677,26.07441,2026-03-16 19:10:00,2026-03-16 11:35:00,,back_on_track,BackOnTrack
Sighetu Marmației,București Nord,InterCity,47.93573,23.88554,44.44677,26.07441,2026-03-16 15:52:00,2026-03-16 07:04:00,,back_on_track,BackOnTrack
Sighetu Marmației,București Nord,InterCity,47.93573,23.88554,44.44677,26.07441,2026-03-16 15:52:00,2026-03-16 07:04:00,,back_on_track,BackOnTrack
București Nord,Sighetu Marmației,InterCity,44.44677,26.07441,47.93573,23.88554,2026-03-16 21:01:00,2026-03-16 10:00:00,,back_on_track,BackOnTrack
București Nord,Sighetu Marmației,InterCity,44.44677,26.07441,47.93573,23.88554,2026-03-16 21:01:00,2026-03-16 10:00:00,,back_on_track,BackOnTrack
Bistrița Nord,București Nord,InterCity,47.13248,24.4839,44.44677,26.07441,2026-03-16 21:25:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack
Bistrița Nord,București Nord,InterCity,47.13248,24.4839,44.44677,26.07441,2026-03-16 21:25:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack
București Nord,Bistrița Nord,InterCity,44.44677,26.07441,47.13248,24.4839,2026-03-16 21:03:00,2026-03-16 05:57:00,,back_on_track,BackOnTrack
București Nord,Bistrița Nord,InterCity,44.44677,26.07441,47.13248,24.4839,2026-03-16 21:03:00,2026-03-16 05:57:00,,back_on_track,BackOnTrack
București Nord,Cluj-Napoca,InterCity,44.44677,26.07441,46.7842,23.58662,2026-03-16 21:03:00,2026-03-16 07:02:00,,back_on_track,BackOnTrack
Cluj-Napoca,București Nord,InterCity,46.7842,23.58662,44.44677,26.07441,2026-03-16 20:03:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack
București Nord,Satu Mare,InterCity,44.44677,26.07441,47.79629,22.8946,2026-03-16 21:01:00,2026-03-16 10:39:00,,back_on_track,BackOnTrack
București Nord,Satu Mare,InterCity,44.44677,26.07441,47.79629,22.8946,2026-03-16 21:01:00,2026-03-16 10:39:00,,back_on_track,BackOnTrack
Satu Mare,București Nord,InterCity,47.79629,22.8946,44.44677,26.07441,2026-03-16 16:20:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack
Satu Mare,București Nord,InterCity,47.79629,22.8946,44.44677,26.07441,2026-03-16 16:20:00,2026-03-16 06:20:00,,back_on_track,BackOnTrack
București Nord,Vatra Dornei Băi,InterCity,44.44677,26.07441,47.34743,25.35576,2026-03-16 22:35:00,2026-03-16 07:34:00,,back_on_track,BackOnTrack
Vatra Dornei Băi,București Nord,InterCity,47.34743,25.35576,44.44677,26.07441,2026-03-16 20:28:00,2026-03-16 05:56:00,,back_on_track,BackOnTrack
București Nord,Iași,InterCity,44.44677,26.07441,47.15723,27.60345,2026-03-16 22:50:00,2026-03-16 05:26:00,,back_on_track,BackOnTrack
București Nord,Iași,InterCity,44.44677,26.07441,47.15723,27.60345,2026-03-16 22:50:00,2026-03-16 05:26:00,,back_on_track,BackOnTrack
Iași,București Nord,InterCity,47.15723,27.60345,44.44677,26.07441,2026-03-16 22:45:00,2026-03-16 05:28:00,,back_on_track,BackOnTrack
Iași,București Nord,InterCity,47.15723,27.60345,44.44677,26.07441,2026-03-16 22:45:00,2026-03-16 05:28:00,,back_on_track,BackOnTrack
București Nord,Oradea,InterCity,44.44677,26.07441,47.07012,21.93653,2026-03-16 21:00:00,2026-03-16 11:50:00,,back_on_track,BackOnTrack
București Nord,Oradea,InterCity,44.44677,26.07441,47.07012,21.93653,2026-03-16 21:00:00,2026-03-16 11:50:00,,back_on_track,BackOnTrack
Oradea,București Nord,InterCity,47.07012,21.93653,44.44677,26.07441,2026-03-16 18:04:00,2026-03-16 08:42:00,,back_on_track,BackOnTrack
Oradea,București Nord,InterCity,47.07012,21.93653,44.44677,26.07441,2026-03-16 18:04:00,2026-03-16 08:42:00,,back_on_track,BackOnTrack
Iași,Timişoara Nord,InterCity,47.15723,27.60345,45.7509,21.20805,2026-03-16 15:35:00,2026-03-16 08:56:00,,back_on_track,BackOnTrack
Iași,Timişoara Nord,InterCity,47.15723,27.60345,45.7509,21.20805,2026-03-16 15:35:00,2026-03-16 08:56:00,,back_on_track,BackOnTrack
Timişoara Nord,Iași,InterCity,45.7509,21.20805,47.15723,27.60345,2026-03-16 14:51:00,2026-03-16 08:13:00,,back_on_track,BackOnTrack
Timişoara Nord,Iași,InterCity,45.7509,21.20805,47.15723,27.60345,2026-03-16 14:51:00,2026-03-16 08:13:00,,back_on_track,BackOnTrack
București Nord,Arad,InterCity,44.44677,26.07441,46.19134,21.32492,2026-03-16 23:28:00,2026-03-16 11:24:00,,back_on_track,BackOnTrack
București Nord,Arad,InterCity,44.44677,26.07441,46.19134,21.32492,2026-03-16 23:28:00,2026-03-16 11:24:00,,back_on_track,BackOnTrack
Arad,București Nord,InterCity,46.19134,21.32492,44.44677,26.07441,2026-03-16 17:48:00,2026-03-16 05:25:00,,back_on_track,BackOnTrack
Arad,București Nord,InterCity,46.19134,21.32492,44.44677,26.07441,2026-03-16 17:48:00,2026-03-16 05:25:00,,back_on_track,BackOnTrack
Iași,Cluj-Napoca,InterCity,47.15723,27.60345,46.7842,23.58662,2026-03-16 20:40:00,2026-03-16 05:20:00,,back_on_track,BackOnTrack
Iași,Cluj-Napoca,InterCity,47.15723,27.60345,46.7842,23.58662,2026-03-16 20:40:00,2026-03-16 05:20:00,,back_on_track,BackOnTrack
Cluj-Napoca,Iași,InterCity,46.7842,23.58662,47.15723,27.60345,2026-03-16 20:30:00,2026-03-16 05:10:00,,back_on_track,BackOnTrack
Cluj-Napoca,Iași,InterCity,46.7842,23.58662,47.15723,27.60345,2026-03-16 20:30:00,2026-03-16 05:10:00,,back_on_track,BackOnTrack
Constanța,Oradea,InterCity,44.16877,28.63189,47.07012,21.93653,2026-03-16 18:43:00,2026-03-16 12:40:00,,back_on_track,BackOnTrack
Constanța,Oradea,InterCity,44.16877,28.63189,47.07012,21.93653,2026-03-16 18:43:00,2026-03-16 12:40:00,,back_on_track,BackOnTrack
Constanța,Oradea,InterCity,44.16877,28.63189,47.07012,21.93653,2026-03-16 18:43:00,2026-03-16 12:40:00,,back_on_track,BackOnTrack
Constanța,Oradea,InterCity,44.16877,28.63189,47.07012,21.93653,2026-03-16 18:43:00,2026-03-16 12:40:00,,back_on_track,BackOnTrack
Oradea,Constanța,InterCity,47.07012,21.93653,44.16877,28.63189,2026-03-16 14:20:00,2026-03-16 08:31:00,,back_on_track,BackOnTrack
Oradea,Constanța,InterCity,47.07012,21.93653,44.16877,28.63189,2026-03-16 14:20:00,2026-03-16 08:31:00,,back_on_track,BackOnTrack
Oradea,Constanța,InterCity,47.07012,21.93653,44.16877,28.63189,2026-03-16 14:20:00,2026-03-16 08:31:00,,back_on_track,BackOnTrack
Oradea,Constanța,InterCity,47.07012,21.93653,44.16877,28.63189,2026-03-16 14:20:00,2026-03-16 08:31:00,,back_on_track,BackOnTrack
Satu Mare,Mangalia,InterCity,47.79629,22.8946,43.82291,28.58205,2026-03-16 12:20:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack
Satu Mare,Mangalia,InterCity,47.79629,22.8946,43.82291,28.58205,2026-03-16 12:20:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack
Satu Mare,Mangalia,InterCity,47.79629,22.8946,43.82291,28.58205,2026-03-16 12:20:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack
Satu Mare,Mangalia,InterCity,47.79629,22.8946,43.82291,28.58205,2026-03-16 12:20:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack
Mangalia,Satu Mare,InterCity,43.82291,28.58205,47.79629,22.8946,2026-03-16 14:26:00,2026-03-16 09:39:00,,back_on_track,BackOnTrack
Mangalia,Satu Mare,InterCity,43.82291,28.58205,47.79629,22.8946,2026-03-16 14:26:00,2026-03-16 09:39:00,,back_on_track,BackOnTrack
Mangalia,Satu Mare,InterCity,43.82291,28.58205,47.79629,22.8946,2026-03-16 14:26:00,2026-03-16 09:39:00,,back_on_track,BackOnTrack
Mangalia,Satu Mare,InterCity,43.82291,28.58205,47.79629,22.8946,2026-03-16 14:26:00,2026-03-16 09:39:00,,back_on_track,BackOnTrack
Suceava Nord,Constanța,InterCity,47.67639,26.23626,44.16877,28.63189,2026-03-16 20:25:00,2026-03-16 03:59:00,,back_on_track,BackOnTrack
Suceava Nord,Constanța,InterCity,47.67639,26.23626,44.16877,28.63189,2026-03-16 20:25:00,2026-03-16 03:59:00,,back_on_track,BackOnTrack
Suceava Nord,Constanța,InterCity,47.67639,26.23626,44.16877,28.63189,2026-03-16 20:25:00,2026-03-16 03:59:00,,back_on_track,BackOnTrack
Suceava Nord,Constanța,InterCity,47.67639,26.23626,44.16877,28.63189,2026-03-16 20:25:00,2026-03-16 03:59:00,,back_on_track,BackOnTrack
Constanța,Suceava Nord,InterCity,44.16877,28.63189,47.67639,26.23626,2026-03-16 23:30:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack
Constanța,Suceava Nord,InterCity,44.16877,28.63189,47.67639,26.23626,2026-03-16 23:30:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack
Constanța,Suceava Nord,InterCity,44.16877,28.63189,47.67639,26.23626,2026-03-16 23:30:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack
Constanța,Suceava Nord,InterCity,44.16877,28.63189,47.67639,26.23626,2026-03-16 23:30:00,2026-03-16 07:16:00,,back_on_track,BackOnTrack
Chişinău,București Nord,InterCity,47.01287,28.86019,44.44677,26.07441,2026-03-16 17:05:00,2026-03-16 06:47:00,,back_on_track,BackOnTrack
București Nord,Chişinău,InterCity,44.44677,26.07441,47.01287,28.86019,2026-03-16 19:10:00,2026-03-16 08:44:00,,back_on_track,BackOnTrack
London Euston,Aberdeen,InterCity,51.52817,-0.13308,57.14469,-2.0964,2026-03-16 21:15:00,2026-03-16 07:40:00,,back_on_track,BackOnTrack
Aberdeen,London Euston,InterCity,57.14469,-2.0964,51.52817,-0.13308,2026-03-16 21:43:00,2026-03-16 08:00:00,,back_on_track,BackOnTrack
London Euston,Fort William / An Gearasdan,InterCity,51.52817,-0.13308,,,2026-03-16 21:15:00,2026-03-16 10:00:00,,back_on_track,BackOnTrack
Fort William / An Gearasdan,London Euston,InterCity,,,51.52817,-0.13308,2026-03-16 19:50:00,2026-03-16 08:00:00,,back_on_track,BackOnTrack
London Euston,Inverness / Inbhir Nis,InterCity,51.52817,-0.13308,,,2026-03-16 21:15:00,2026-03-16 08:45:00,,back_on_track,BackOnTrack
Inverness / Inbhir Nis,London Euston,InterCity,,,51.52817,-0.13308,2026-03-16 20:45:00,2026-03-16 08:00:00,,back_on_track,BackOnTrack
London Euston,Glasgow Central,InterCity,51.52817,-0.13308,55.85858,-4.25838,2026-03-16 23:45:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack
Glasgow Central,London Euston,InterCity,55.85858,-4.25838,51.52817,-0.13308,2026-03-16 23:40:00,2026-03-16 07:15:00,,back_on_track,BackOnTrack
London Euston,Edinburgh Waverley,InterCity,51.52817,-0.13308,55.9544,-3.18441,2026-03-16 23:45:00,2026-03-16 07:30:00,,back_on_track,BackOnTrack
Edinburgh Waverley,London Euston,InterCity,55.9544,-3.18441,51.52817,-0.13308,2026-03-16 23:40:00,2026-03-16 07:15:00,,back_on_track,BackOnTrack
Praha hl.n.,Bruxelles Midi / Brussel Zuid,InterCity,50.08321,14.43531,,,2026-03-16 18:04:00,2026-03-16 09:27:00,,back_on_track,BackOnTrack
Bruxelles Midi / Brussel Zuid,Praha hl.n.,InterCity,,,50.08321,14.43531,2026-03-16 19:22:00,2026-03-16 10:45:00,,back_on_track,BackOnTrack
Paris Gare du Nord,Berlin Hbf,InterCity,48.88085,2.3555,52.52508,13.3694,2026-03-16 17:45:00,2026-03-16 09:59:00,,back_on_track,BackOnTrack
Berlin Hbf,Paris Gare du Nord,InterCity,52.52508,13.3694,48.88085,2.3555,2026-03-16 18:31:00,2026-03-16 10:00:00,,back_on_track,BackOnTrack
Amsterdam Centraal,Milano Centrale,InterCity,52.37921,4.90029,45.48727,9.20511,,,,back_on_track,BackOnTrack
Amsterdam Centraal,Milano Centrale,InterCity,52.37921,4.90029,45.48727,9.20511,,,,back_on_track,BackOnTrack
Milano Centrale,Amsterdam Centraal,InterCity,45.48727,9.20511,52.37921,4.90029,,,,back_on_track,BackOnTrack
Milano Centrale,Amsterdam Centraal,InterCity,45.48727,9.20511,52.37921,4.90029,,,,back_on_track,BackOnTrack
Bruxelles Midi / Brussel Zuid,Milano Porta Garibaldi,InterCity,,,45.4846,9.18776,2026-03-16 17:56:00,2026-03-16 11:30:00,,back_on_track,BackOnTrack
Bruxelles Midi / Brussel Zuid,Milano Porta Garibaldi,InterCity,,,45.4846,9.18776,2026-03-16 17:56:00,2026-03-16 11:30:00,,back_on_track,BackOnTrack
Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,InterCity,45.4846,9.18776,,,2026-03-16 17:30:00,2026-03-16 11:10:00,,back_on_track,BackOnTrack
Milano Porta Garibaldi,Bruxelles Midi / Brussel Zuid,InterCity,45.4846,9.18776,,,2026-03-16 17:30:00,2026-03-16 11:10:00,,back_on_track,BackOnTrack
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 18:48:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 18:48:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 18:48:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 18:48:00,2026-03-16 07:18:00,,back_on_track,BackOnTrack
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 20:31:00,2026-03-16 09:24:00,,back_on_track,BackOnTrack
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 20:31:00,2026-03-16 09:24:00,,back_on_track,BackOnTrack
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 20:31:00,2026-03-16 09:24:00,,back_on_track,BackOnTrack
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 20:31:00,2026-03-16 09:24:00,,back_on_track,BackOnTrack
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 21:10:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 21:10:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 21:10:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack
Palermo Centrale,Roma Termini,InterCity,38.10942,13.36747,41.90049,12.50279,2026-03-16 21:10:00,2026-03-16 09:51:00,,back_on_track,BackOnTrack
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 23:00:00,2026-03-16 11:57:00,,back_on_track,BackOnTrack
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 23:00:00,2026-03-16 11:57:00,,back_on_track,BackOnTrack
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 23:00:00,2026-03-16 11:57:00,,back_on_track,BackOnTrack
Roma Termini,Palermo Centrale,InterCity,41.90049,12.50279,38.10942,13.36747,2026-03-16 23:00:00,2026-03-16 11:57:00,,back_on_track,BackOnTrack
